,Name,Session Number,Person Number,Start Frame,label
2189,11_2,11,2,31054,1
2190,11_2,11,2,31569,1
2191,11_2,11,2,31728,1
2192,11_2,11,2,33292,1
2193,11_2,11,2,33413,1
2194,11_2,11,2,33547,1
2195,11_2,11,2,33681,1
2196,11_2,11,2,33846,1
2197,11_2,11,2,33994,1
2198,11_2,11,2,34607,1
2199,11_2,11,2,34821,1
2200,11_2,11,2,34911,1
2201,11_2,11,2,36014,1
2202,11_2,11,2,36812,1
2203,11_2,11,2,36993,1
2204,11_2,11,2,37164,1
2205,11_2,11,2,37252,1
2206,11_2,11,2,37352,1
2207,11_2,11,2,37436,1
2208,11_2,11,2,37619,1
2209,11_2,11,2,37874,1
2210,11_2,11,2,38254,1
2211,11_2,11,2,38440,1
2212,11_2,11,2,38667,1
2213,11_2,11,2,38755,1
2214,11_2,11,2,41258,1
2215,11_2,11,2,41751,1
2216,11_2,11,2,45486,1
2217,11_2,11,2,45671,1
2218,11_2,11,2,46767,1
2219,11_2,11,2,47607,1
2220,11_2,11,2,47819,1
2221,11_2,11,2,48053,1
2222,11_3,11,3,-166,1
2223,11_3,11,3,17,1
2224,11_3,11,3,225,1
2225,11_3,11,3,365,1
2226,11_3,11,3,523,1
2227,11_3,11,3,942,1
2228,11_3,11,3,1899,1
2229,11_3,11,3,2180,1
2230,11_3,11,3,2634,1
2231,11_3,11,3,2878,1
2232,11_3,11,3,3284,1
2233,11_3,11,3,3473,1
2234,11_3,11,3,3884,1
2235,11_3,11,3,4646,1
2236,11_3,11,3,4844,1
2237,11_3,11,3,5016,1
2238,11_3,11,3,5519,1
2239,11_3,11,3,6006,1
2240,11_3,11,3,6540,1
2241,11_3,11,3,7117,1
2242,11_3,11,3,7953,1
2243,11_3,11,3,8570,1
2244,11_3,11,3,9198,1
2245,11_3,11,3,9583,1
2246,11_3,11,3,9687,1
2247,11_3,11,3,9992,1
2248,11_3,11,3,10881,1
2249,11_3,11,3,11331,1
2250,11_3,11,3,11689,1
2251,11_3,11,3,11995,1
2252,11_3,11,3,12485,1
2253,11_3,11,3,13042,1
2254,11_3,11,3,13462,1
2255,11_3,11,3,13814,1
2256,11_3,11,3,14252,1
2257,11_3,11,3,16560,1
2258,11_3,11,3,17255,1
2259,11_3,11,3,17872,1
2260,11_3,11,3,17926,1
2261,11_3,11,3,18629,1
2262,11_3,11,3,19361,1
2263,11_3,11,3,19821,1
2264,11_3,11,3,20228,1
2265,11_3,11,3,20604,1
2266,11_3,11,3,21120,1
2267,11_3,11,3,21465,1
2268,11_3,11,3,24173,1
2269,11_3,11,3,24388,1
2270,11_3,11,3,24848,1
2271,11_3,11,3,25334,1
2272,11_3,11,3,25788,1
2273,11_3,11,3,26360,1
2274,11_3,11,3,26795,1
2275,11_3,11,3,27490,1
2276,11_3,11,3,27593,1
2277,11_3,11,3,27767,1
2278,11_3,11,3,27892,1
2279,11_3,11,3,28220,1
2280,11_3,11,3,28395,1
2281,11_3,11,3,28984,1
2282,11_3,11,3,29266,1
2283,11_3,11,3,29459,1
2284,11_3,11,3,29713,1
2285,11_3,11,3,29854,1
2286,11_3,11,3,30031,1
2287,11_3,11,3,30285,1
2288,11_3,11,3,30521,1
2289,11_3,11,3,30943,1
2290,11_3,11,3,31853,1
2291,11_3,11,3,32914,1
2292,11_3,11,3,33060,1
2293,11_3,11,3,33739,1
2294,11_3,11,3,34911,1
2295,11_3,11,3,35584,1
2296,11_3,11,3,36158,1
2297,11_3,11,3,36836,1
2298,11_3,11,3,37419,1
2299,12_1,12,1,1501,1
2300,12_1,12,1,4518,1
2301,12_1,12,1,5359,1
2302,12_1,12,1,7996,1
2303,12_1,12,1,10193,1
2304,12_1,12,1,11945,1
2305,12_1,12,1,15926,1
2306,12_1,12,1,20830,1
2307,12_1,12,1,22076,1
2308,12_1,12,1,24253,1
2309,12_1,12,1,25811,1
2310,12_1,12,1,30963,1
2311,12_1,12,1,36418,1
2312,12_1,12,1,37811,1
2313,12_1,12,1,38141,1
2314,12_1,12,1,40144,1
2315,12_1,12,1,43161,1
2316,12_1,12,1,44898,1
2317,12_1,12,1,46664,1
2318,12_1,12,1,50316,1
2319,12_1,12,1,50698,1
2320,12_2,12,2,-101,1
2321,12_2,12,2,984,1
2322,12_2,12,2,1158,1
2323,12_2,12,2,1296,1
2324,12_2,12,2,1561,1
2325,12_2,12,2,3407,1
2326,12_2,12,2,3797,1
2327,12_2,12,2,4061,1
2328,12_2,12,2,4541,1
2329,12_2,12,2,4661,1
2330,12_2,12,2,4904,1
2331,12_2,12,2,5758,1
2332,12_2,12,2,5981,1
2333,12_2,12,2,6775,1
2334,12_2,12,2,7390,1
2335,12_2,12,2,7538,1
2336,12_2,12,2,7774,1
2337,12_2,12,2,8589,1
2338,12_2,12,2,8781,1
2339,12_2,12,2,8888,1
2340,12_2,12,2,9470,1
2341,12_2,12,2,9672,1
2342,12_2,12,2,10008,1
2343,12_2,12,2,10213,1
2344,12_2,12,2,10430,1
2345,12_2,12,2,10727,1
2346,12_2,12,2,10834,1
2347,12_2,12,2,11000,1
2348,12_2,12,2,11754,1
2349,12_2,12,2,12192,1
2350,12_2,12,2,13448,1
2351,12_2,12,2,14162,1
2352,12_2,12,2,14940,1
2353,12_2,12,2,15942,1
2354,12_2,12,2,16836,1
2355,12_2,12,2,17485,1
2356,12_2,12,2,17760,1
2357,12_2,12,2,17866,1
2358,12_2,12,2,18012,1
2359,12_2,12,2,23106,1
2360,12_2,12,2,23240,1
2361,12_2,12,2,23344,1
2362,12_2,12,2,23451,1
2363,12_2,12,2,23768,1
2364,12_2,12,2,24943,1
2365,12_2,12,2,25234,1
2366,12_2,12,2,25811,1
2367,12_2,12,2,26469,1
2368,12_2,12,2,29040,1
2369,12_2,12,2,29261,1
2370,12_2,12,2,29477,1
2371,12_2,12,2,29582,1
2372,12_2,12,2,29911,1
2373,12_2,12,2,30075,1
2374,12_2,12,2,30248,1
2375,12_2,12,2,30346,1
2376,12_2,12,2,30566,1
2377,12_2,12,2,31348,1
2378,12_2,12,2,31574,1
2379,12_2,12,2,32482,1
2380,12_2,12,2,32688,1
2381,12_2,12,2,33401,1
2382,12_2,12,2,34946,1
2383,12_2,12,2,35962,1
2384,12_2,12,2,37027,1
2385,12_2,12,2,37947,1
2386,12_2,12,2,38521,1
2387,12_2,12,2,38658,1
2388,12_2,12,2,39010,1
2389,12_2,12,2,39221,1
2390,12_2,12,2,40340,1
2391,12_2,12,2,40489,1
2392,12_2,12,2,42502,1
2393,12_2,12,2,42704,1
2394,12_2,12,2,43205,1
2395,12_2,12,2,44022,1
2396,12_2,12,2,44296,1
2397,12_2,12,2,44416,1
2398,12_2,12,2,44873,1
2399,12_2,12,2,46273,1
2400,12_2,12,2,46578,1
2401,12_2,12,2,47864,1
2402,12_2,12,2,48253,1
2403,12_2,12,2,48417,1
2404,12_2,12,2,48670,1
2405,12_2,12,2,49211,1
2406,12_2,12,2,49331,1
2407,12_2,12,2,49669,1
2408,12_2,12,2,49842,1
2409,12_2,12,2,49955,1
2410,12_2,12,2,50220,1
2411,12_2,12,2,52516,1
2412,12_2,12,2,52619,1
2413,12_2,12,2,52670,1
2414,12_2,12,2,52951,1
2415,12_2,12,2,53618,1
2416,12_2,12,2,53750,1
2417,12_2,12,2,54581,1
2418,12_2,12,2,54771,1
2419,12_2,12,2,54883,1
2420,12_2,12,2,54947,1
2421,12_2,12,2,55087,1
2422,12_2,12,2,55612,1
2423,12_2,12,2,55874,1
2424,12_2,12,2,56155,1
2425,12_2,12,2,56318,1
2426,12_2,12,2,56400,1
2427,12_2,12,2,56610,1
2428,12_3,12,3,2821,1
2429,12_3,12,3,3222,1
2430,12_3,12,3,3749,1
2431,12_3,12,3,4182,1
2432,12_3,12,3,4552,1
2433,12_3,12,3,5082,1
2434,12_3,12,3,5526,1
2435,12_3,12,3,5790,1
2436,12_3,12,3,6052,1
2437,12_3,12,3,6755,1
2438,12_3,12,3,6934,1
2439,12_3,12,3,7010,1
2440,12_3,12,3,8056,1
2441,12_3,12,3,9074,1
2442,12_3,12,3,9454,1
2443,12_3,12,3,10469,1
2444,12_3,12,3,11328,1
2445,12_3,12,3,12134,1
2446,12_3,12,3,15073,1
2447,12_3,12,3,15432,1
2448,12_3,12,3,17377,1
2449,12_3,12,3,18301,1
2450,12_3,12,3,19155,1
2451,13_1,13,1,3789,1
2452,13_1,13,1,10071,1
2453,13_1,13,1,11519,1
2454,13_1,13,1,11749,1
2455,13_1,13,1,12023,1
2456,13_1,13,1,12493,1
2457,13_1,13,1,13954,1
2458,13_1,13,1,14256,1
2459,13_1,13,1,16187,1
2460,13_1,13,1,16740,1
2461,13_1,13,1,19170,1
2462,13_1,13,1,19928,1
2463,13_1,13,1,22277,1
2464,13_1,13,1,23476,1
2465,13_1,13,1,25668,1
2466,13_1,13,1,28581,1
2467,13_1,13,1,32953,1
2468,13_1,13,1,33109,1
2469,13_1,13,1,35796,1
2470,13_1,13,1,40626,1
2471,13_1,13,1,43830,1
2472,13_1,13,1,45195,1
2473,13_1,13,1,53125,1
2474,13_1,13,1,57111,1
2475,13_1,13,1,57260,1
2476,13_1,13,1,60282,1
2477,13_1,13,1,63909,1
2478,13_1,13,1,65252,1
2479,13_1,13,1,66731,1
2480,13_1,13,1,68626,1
2481,13_1,13,1,71343,1
2482,13_1,13,1,72763,1
2483,13_1,13,1,75157,1
2484,13_1,13,1,77712,1
2485,13_1,13,1,77923,1
2486,13_1,13,1,81400,1
2487,13_1,13,1,81914,1
2488,13_1,13,1,83327,1
2489,13_1,13,1,83452,1
2490,13_1,13,1,83605,1
2491,13_1,13,1,83781,1
2492,13_1,13,1,85463,1
2493,13_1,13,1,85813,1
2494,13_1,13,1,86051,1
2495,13_1,13,1,90194,1
2496,13_1,13,1,92698,1
2497,13_1,13,1,92783,1
2498,13_2,13,2,-161,1
2499,13_2,13,2,98,1
2500,13_2,13,2,157,1
2501,13_2,13,2,223,1
2502,13_2,13,2,1551,1
2503,13_2,13,2,1881,1
2504,13_2,13,2,1995,1
2505,13_2,13,2,2218,1
2506,13_2,13,2,2542,1
2507,13_2,13,2,3410,1
2508,13_2,13,2,3562,1
2509,13_2,13,2,3867,1
2510,13_2,13,2,3973,1
2511,13_2,13,2,4063,1
2512,13_2,13,2,4257,1
2513,13_2,13,2,4613,1
2514,13_2,13,2,4877,1
2515,13_2,13,2,5091,1
2516,13_2,13,2,5189,1
2517,13_2,13,2,5483,1
2518,13_2,13,2,5680,1
2519,13_2,13,2,5792,1
2520,13_2,13,2,5948,1
2521,13_2,13,2,6207,1
2522,13_2,13,2,6296,1
2523,13_2,13,2,6597,1
2524,13_2,13,2,6659,1
2525,13_2,13,2,7146,1
2526,13_2,13,2,7400,1
2527,13_2,13,2,8029,1
2528,13_2,13,2,8282,1
2529,13_2,13,2,8345,1
2530,13_2,13,2,8402,1
2531,13_2,13,2,9457,1
2532,13_2,13,2,9638,1
2533,13_2,13,2,9839,1
2534,13_2,13,2,10601,1
2535,13_2,13,2,10678,1
2536,13_2,13,2,10829,1
2537,13_2,13,2,11030,1
2538,13_2,13,2,11140,1
2539,13_2,13,2,11281,1
2540,13_2,13,2,11496,1
2541,13_2,13,2,11937,1
2542,13_2,13,2,12179,1
2543,13_2,13,2,12312,1
2544,13_2,13,2,12398,1
2545,13_2,13,2,12479,1
2546,13_2,13,2,12791,1
2547,13_2,13,2,12956,1
2548,13_2,13,2,13232,1
2549,13_2,13,2,13392,1
2550,13_2,13,2,13751,1
2551,13_2,13,2,13834,1
2552,13_2,13,2,14064,1
2553,13_2,13,2,14238,1
2554,13_2,13,2,14318,1
2555,13_2,13,2,14460,1
2556,13_2,13,2,14889,1
2557,13_2,13,2,15027,1
2558,13_2,13,2,15122,1
2559,13_2,13,2,15336,1
2560,13_2,13,2,15420,1
2561,13_2,13,2,15779,1
2562,13_2,13,2,15845,1
2563,13_2,13,2,16092,1
2564,13_2,13,2,16418,1
2565,13_2,13,2,16528,1
2566,13_2,13,2,16711,1
2567,13_2,13,2,16859,1
2568,13_2,13,2,17231,1
2569,13_2,13,2,17431,1
2570,13_2,13,2,17627,1
2571,13_2,13,2,18136,1
2572,13_2,13,2,18231,1
2573,13_2,13,2,18352,1
2574,13_2,13,2,18517,1
2575,13_2,13,2,18671,1
2576,13_2,13,2,19131,1
2577,13_2,13,2,19204,1
2578,13_2,13,2,19393,1
2579,13_2,13,2,19481,1
2580,13_2,13,2,19670,1
2581,13_2,13,2,19779,1
2582,13_2,13,2,19971,1
2583,13_2,13,2,20240,1
2584,13_2,13,2,20330,1
2585,13_2,13,2,20851,1
2586,13_2,13,2,20992,1
2587,13_2,13,2,21067,1
2588,13_2,13,2,21159,1
2589,13_2,13,2,21353,1
2590,13_2,13,2,21504,1
2591,13_2,13,2,21787,1
2592,13_2,13,2,22075,1
2593,13_2,13,2,22272,1
2594,13_2,13,2,22559,1
2595,13_2,13,2,22817,1
2596,13_2,13,2,22889,1
2597,13_2,13,2,23220,1
2598,13_2,13,2,23492,1
2599,13_2,13,2,23641,1
2600,13_2,13,2,23859,1
2601,13_2,13,2,24012,1
2602,13_2,13,2,24242,1
2603,13_2,13,2,24578,1
2604,13_2,13,2,24922,1
2605,13_2,13,2,25158,1
2606,13_2,13,2,25399,1
2607,13_2,13,2,25680,1
2608,13_2,13,2,26042,1
2609,13_2,13,2,26322,1
2610,13_2,13,2,26422,1
2611,13_2,13,2,26935,1
2612,13_2,13,2,27130,1
2613,13_2,13,2,27320,1
2614,13_2,13,2,27438,1
2615,13_2,13,2,27637,1
2616,13_2,13,2,27847,1
2617,13_2,13,2,27970,1
2618,13_2,13,2,28160,1
2619,13_2,13,2,28266,1
2620,13_2,13,2,28462,1
2621,13_2,13,2,28609,1
2622,13_2,13,2,29369,1
2623,13_2,13,2,30014,1
2624,13_2,13,2,30109,1
2625,13_2,13,2,30384,1
2626,13_2,13,2,30501,1
2627,13_2,13,2,30695,1
2628,13_2,13,2,30902,1
2629,13_2,13,2,31119,1
2630,13_2,13,2,31343,1
2631,13_2,13,2,31464,1
2632,13_2,13,2,31525,1
2633,13_2,13,2,31610,1
2634,13_2,13,2,32017,1
2635,13_2,13,2,32240,1
2636,13_2,13,2,32375,1
2637,13_2,13,2,32624,1
2638,13_2,13,2,32809,1
2639,13_2,13,2,33000,1
2640,13_2,13,2,33105,1
2641,13_2,13,2,33239,1
2642,13_2,13,2,33278,1
2643,13_2,13,2,33363,1
2644,13_2,13,2,33604,1
2645,13_2,13,2,33982,1
2646,13_2,13,2,34126,1
2647,13_2,13,2,34203,1
2648,13_2,13,2,34288,1
2649,13_2,13,2,34377,1
2650,13_2,13,2,34517,1
2651,13_2,13,2,34901,1
2652,13_2,13,2,35016,1
2653,13_2,13,2,35198,1
2654,13_2,13,2,35305,1
2655,13_2,13,2,35440,1
2656,13_2,13,2,35601,1
2657,13_2,13,2,35814,1
2658,13_2,13,2,35891,1
2659,13_2,13,2,36017,1
2660,13_2,13,2,36111,1
2661,13_2,13,2,36249,1
2662,13_2,13,2,36565,1
2663,13_2,13,2,36639,1
2664,13_2,13,2,36786,1
2665,13_2,13,2,36890,1
2666,13_2,13,2,37096,1
2667,13_2,13,2,37354,1
2668,13_2,13,2,37655,1
2669,13_2,13,2,37952,1
2670,13_2,13,2,38166,1
2671,13_2,13,2,38237,1
2672,13_2,13,2,38410,1
2673,13_2,13,2,38562,1
2674,13_2,13,2,38641,1
2675,13_2,13,2,38785,1
2676,13_2,13,2,38866,1
2677,13_2,13,2,39088,1
2678,13_2,13,2,39321,1
2679,13_2,13,2,39545,1
2680,13_2,13,2,39705,1
2681,13_2,13,2,40053,1
2682,13_2,13,2,40197,1
2683,13_2,13,2,40307,1
2684,13_2,13,2,40437,1
2685,13_2,13,2,40518,1
2686,13_2,13,2,40584,1
2687,13_2,13,2,40726,1
2688,13_2,13,2,40784,1
2689,13_2,13,2,41083,1
2690,13_2,13,2,41337,1
2691,13_2,13,2,42351,1
2692,13_2,13,2,42441,1
2693,13_2,13,2,42523,1
2694,13_2,13,2,42675,1
2695,13_2,13,2,42781,1
2696,13_2,13,2,42947,1
2697,13_2,13,2,43048,1
2698,13_2,13,2,43180,1
2699,13_2,13,2,43409,1
2700,13_2,13,2,43493,1
2701,13_2,13,2,43757,1
2702,13_2,13,2,44137,1
2703,13_2,13,2,44181,1
2704,13_2,13,2,44364,1
2705,13_2,13,2,44925,1
2706,13_2,13,2,45169,1
2707,13_2,13,2,45343,1
2708,13_2,13,2,45464,1
2709,13_2,13,2,45769,1
2710,13_2,13,2,45858,1
2711,13_2,13,2,46101,1
2712,13_2,13,2,46299,1
2713,13_2,13,2,46393,1
2714,13_2,13,2,46460,1
2715,13_2,13,2,46567,1
2716,13_2,13,2,46639,1
2717,13_2,13,2,46743,1
2718,13_2,13,2,46855,1
2719,13_2,13,2,46936,1
2720,13_2,13,2,47040,1
2721,13_2,13,2,47269,1
2722,13_2,13,2,47487,1
2723,13_2,13,2,48011,1
2724,13_2,13,2,48226,1
2725,13_2,13,2,48502,1
2726,13_2,13,2,48648,1
2727,13_2,13,2,48779,1
2728,13_2,13,2,48919,1
2729,13_2,13,2,49058,1
2730,13_2,13,2,50687,1
2731,13_2,13,2,50902,1
2732,13_2,13,2,51027,1
2733,13_2,13,2,51148,1
2734,13_2,13,2,51425,1
2735,13_2,13,2,51675,1
2736,13_2,13,2,51936,1
2737,13_2,13,2,52013,1
2738,13_2,13,2,52212,1
2739,13_2,13,2,52312,1
2740,13_2,13,2,52491,1
2741,13_2,13,2,52750,1
2742,13_2,13,2,53078,1
2743,13_2,13,2,53203,1
2744,13_2,13,2,53281,1
2745,13_2,13,2,53590,1
2746,13_2,13,2,54034,1
2747,13_2,13,2,54356,1
2748,13_2,13,2,54464,1
2749,13_2,13,2,54572,1
2750,13_2,13,2,54672,1
2751,13_2,13,2,54770,1
2752,13_2,13,2,55207,1
2753,13_2,13,2,55283,1
2754,13_2,13,2,55378,1
2755,13_2,13,2,55478,1
2756,13_2,13,2,55683,1
2757,13_2,13,2,55934,1
2758,13_2,13,2,56330,1
2759,13_2,13,2,56442,1
2760,13_2,13,2,56751,1
2761,13_2,13,2,56940,1
2762,13_2,13,2,57011,1
2763,13_2,13,2,57123,1
2764,13_2,13,2,57207,1
2765,13_2,13,2,57339,1
2766,13_2,13,2,57623,1
2767,13_2,13,2,58153,1
2768,13_2,13,2,58483,1
2769,13_2,13,2,58901,1
2770,13_2,13,2,59123,1
2771,13_2,13,2,59391,1
2772,13_2,13,2,59557,1
2773,13_2,13,2,59793,1
2774,13_2,13,2,59865,1
2775,13_2,13,2,59984,1
2776,13_2,13,2,60130,1
2777,13_2,13,2,60510,1
2778,13_2,13,2,60625,1
2779,13_2,13,2,61644,1
2780,13_2,13,2,61927,1
2781,13_2,13,2,62244,1
2782,13_2,13,2,62636,1
2783,13_2,13,2,62718,1
2784,13_2,13,2,62946,1
2785,13_2,13,2,63308,1
2786,13_2,13,2,63457,1
2787,13_2,13,2,63608,1
2788,13_2,13,2,63712,1
2789,13_2,13,2,63932,1
2790,13_2,13,2,64127,1
2791,13_2,13,2,64433,1
2792,13_2,13,2,64519,1
2793,13_2,13,2,64868,1
2794,13_2,13,2,65498,1
2795,13_2,13,2,65757,1
2796,13_2,13,2,65824,1
2797,13_2,13,2,66000,1
2798,13_2,13,2,66170,1
2799,13_2,13,2,66311,1
2800,13_2,13,2,66560,1
2801,13_2,13,2,66685,1
2802,13_2,13,2,66922,1
2803,13_2,13,2,67151,1
2804,13_2,13,2,67757,1
2805,13_2,13,2,67978,1
2806,13_2,13,2,68245,1
2807,13_2,13,2,68714,1
2808,13_2,13,2,68794,1
2809,13_2,13,2,69248,1
2810,13_2,13,2,69373,1
2811,13_2,13,2,69471,1
2812,13_2,13,2,69633,1
2813,13_2,13,2,69843,1
2814,13_2,13,2,69973,1
2815,13_2,13,2,70051,1
2816,13_2,13,2,70098,1
2817,13_2,13,2,70269,1
2818,13_2,13,2,70337,1
2819,13_2,13,2,70518,1
2820,13_2,13,2,71184,1
2821,13_2,13,2,71453,1
2822,13_2,13,2,72161,1
2823,13_2,13,2,72793,1
2824,13_2,13,2,72897,1
2825,13_2,13,2,73541,1
2826,13_2,13,2,73847,1
2827,13_2,13,2,74447,1
2828,13_2,13,2,74681,1
2829,13_2,13,2,75185,1
2830,13_2,13,2,76625,1
2831,13_2,13,2,76767,1
2832,13_2,13,2,76960,1
2833,13_2,13,2,77390,1
2834,13_2,13,2,77598,1
2835,13_2,13,2,77706,1
2836,13_2,13,2,78500,1
2837,13_2,13,2,78736,1
2838,13_2,13,2,78926,1
2839,13_2,13,2,79043,1
2840,13_2,13,2,79203,1
2841,13_2,13,2,79284,1
2842,13_2,13,2,79350,1
2843,13_2,13,2,79441,1
2844,13_2,13,2,80015,1
2845,13_2,13,2,80534,1
2846,13_2,13,2,80651,1
2847,13_2,13,2,80915,1
2848,13_2,13,2,81149,1
2849,13_2,13,2,81406,1
2850,13_2,13,2,81624,1
2851,13_2,13,2,81684,1
2852,13_2,13,2,81742,1
2853,13_2,13,2,81913,1
2854,13_2,13,2,82106,1
2855,13_2,13,2,82230,1
2856,13_2,13,2,82295,1
2857,13_2,13,2,82819,1
2858,13_2,13,2,82936,1
2859,13_2,13,2,83100,1
2860,13_2,13,2,83202,1
2861,13_2,13,2,83336,1
2862,13_2,13,2,83538,1
2863,13_2,13,2,83677,1
2864,13_2,13,2,83878,1
2865,13_2,13,2,83993,1
2866,13_2,13,2,84243,1
2867,13_2,13,2,84400,1
2868,13_2,13,2,84709,1
2869,13_2,13,2,84822,1
2870,13_2,13,2,85168,1
2871,13_2,13,2,85409,1
2872,13_2,13,2,85520,1
2873,13_2,13,2,85582,1
2874,13_2,13,2,85640,1
2875,13_2,13,2,85757,1
2876,13_2,13,2,85860,1
2877,13_2,13,2,85903,1
2878,13_2,13,2,86066,1
2879,13_2,13,2,86165,1
2880,13_2,13,2,87123,1
2881,13_2,13,2,87732,1
2882,13_2,13,2,88736,1
2883,13_2,13,2,88840,1
2884,13_2,13,2,89076,1
2885,13_2,13,2,89212,1
2886,13_2,13,2,89296,1
2887,13_2,13,2,89452,1
2888,13_2,13,2,89552,1
2889,13_2,13,2,89753,1
2890,13_2,13,2,90055,1
2891,13_2,13,2,90208,1
2892,13_2,13,2,90826,1
2893,13_2,13,2,90992,1
2894,13_3,13,3,113,1
2895,13_3,13,3,314,1
2896,13_3,13,3,575,1
2897,13_3,13,3,830,1
2898,13_3,13,3,1305,1
2899,13_3,13,3,1427,1
2900,13_3,13,3,1695,1
2901,13_3,13,3,2001,1
2902,13_3,13,3,2224,1
2903,13_3,13,3,2481,1
2904,13_3,13,3,2779,1
2905,13_3,13,3,2869,1
2906,13_3,13,3,3016,1
2907,13_3,13,3,3231,1
2908,13_3,13,3,3349,1
2909,13_3,13,3,3817,1
2910,13_3,13,3,4014,1
2911,13_3,13,3,4471,1
2912,13_3,13,3,4860,1
2913,13_3,13,3,5870,1
2914,13_3,13,3,6150,1
2915,13_3,13,3,7358,1
2916,13_3,13,3,7552,1
2917,13_3,13,3,7713,1
2918,13_3,13,3,8055,1
2919,13_3,13,3,8395,1
2920,13_3,13,3,10188,1
2921,13_3,13,3,11085,1
2922,13_3,13,3,11281,1
2923,13_3,13,3,11906,1
2924,13_3,13,3,12019,1
2925,13_3,13,3,12587,1
2926,13_3,13,3,12821,1
2927,13_3,13,3,12994,1
2928,13_3,13,3,13155,1
2929,13_3,13,3,13786,1
2930,13_3,13,3,13988,1
2931,13_3,13,3,14245,1
2932,13_3,13,3,14886,1
2933,13_3,13,3,16440,1
2934,13_3,13,3,16605,1
2935,13_3,13,3,16786,1
2936,13_3,13,3,17008,1
2937,13_3,13,3,17414,1
2938,13_3,13,3,17645,1
2939,13_3,13,3,17970,1
2940,13_3,13,3,18153,1
2941,13_3,13,3,18277,1
2942,13_3,13,3,18479,1
2943,13_3,13,3,19355,1
2944,13_3,13,3,19575,1
2945,13_3,13,3,19891,1
2946,13_3,13,3,20273,1
2947,13_3,13,3,20489,1
2948,13_3,13,3,20695,1
2949,13_3,13,3,20926,1
2950,13_3,13,3,21424,1
2951,13_3,13,3,21734,1
2952,13_3,13,3,21865,1
2953,13_3,13,3,22049,1
2954,13_3,13,3,22231,1
2955,13_3,13,3,22541,1
2956,13_3,13,3,22831,1
2957,13_3,13,3,22960,1
2958,13_3,13,3,23866,1
2959,13_3,13,3,26458,1
2960,13_3,13,3,26716,1
2961,13_3,13,3,26955,1
2962,13_3,13,3,27248,1
2963,13_3,13,3,27949,1
2964,13_3,13,3,28057,1
2965,13_3,13,3,28262,1
2966,13_3,13,3,28394,1
2967,13_3,13,3,28524,1
2968,13_3,13,3,28606,1
2969,13_3,13,3,28827,1
2970,13_3,13,3,29067,1
2971,13_3,13,3,29262,1
2972,13_3,13,3,29608,1
2973,13_3,13,3,30478,1
2974,13_3,13,3,30787,1
2975,13_3,13,3,31614,1
2976,13_3,13,3,31720,1
2977,13_3,13,3,31926,1
2978,13_3,13,3,32050,1
2979,13_3,13,3,32320,1
2980,13_3,13,3,32475,1
2981,13_3,13,3,33041,1
2982,13_3,13,3,33347,1
2983,13_3,13,3,33572,1
2984,13_3,13,3,33957,1
2985,13_3,13,3,34173,1
2986,13_3,13,3,34338,1
2987,13_3,13,3,34488,1
2988,13_3,13,3,34617,1
2989,13_3,13,3,34892,1
2990,13_3,13,3,35300,1
2991,13_3,13,3,35612,1
2992,13_3,13,3,35864,1
2993,13_3,13,3,36106,1
2994,13_3,13,3,36222,1
2995,13_3,13,3,36517,1
2996,13_3,13,3,36895,1
2997,13_3,13,3,37028,1
2998,13_3,13,3,37089,1
2999,13_3,13,3,37231,1
3000,13_3,13,3,37468,1
3001,13_3,13,3,38161,1
3002,13_3,13,3,38555,1
3003,13_3,13,3,38923,1
3004,13_3,13,3,39213,1
3005,13_3,13,3,39716,1
3006,13_3,13,3,39838,1
3007,13_3,13,3,40106,1
3008,13_3,13,3,40225,1
3009,13_3,13,3,40638,1
3010,13_3,13,3,40828,1
3011,13_3,13,3,41185,1
3012,13_3,13,3,41258,1
3013,13_3,13,3,41398,1
3014,13_3,13,3,41658,1
3015,13_3,13,3,41821,1
3016,13_3,13,3,43929,1
3017,13_3,13,3,44047,1
3018,13_3,13,3,44298,1
3019,13_3,13,3,44917,1
3020,13_3,13,3,45184,1
3021,13_3,13,3,45464,1
3022,13_3,13,3,45732,1
3023,13_3,13,3,46368,1
3024,13_3,13,3,48627,1
3025,13_3,13,3,48865,1
3026,13_3,13,3,49018,1
3027,13_3,13,3,49175,1
3028,13_3,13,3,49332,1
3029,13_3,13,3,50792,1
3030,13_3,13,3,50931,1
3031,13_3,13,3,51134,1
3032,13_3,13,3,51541,1
3033,13_3,13,3,51657,1
3034,13_3,13,3,51772,1
3035,13_3,13,3,51947,1
3036,13_3,13,3,52063,1
3037,13_3,13,3,52262,1
3038,13_3,13,3,52389,1
3039,13_3,13,3,52547,1
3040,13_3,13,3,52654,1
3041,13_3,13,3,52792,1
3042,13_3,13,3,52992,1
3043,13_3,13,3,53215,1
3044,13_3,13,3,53714,1
3045,13_3,13,3,53840,1
3046,13_3,13,3,53950,1
3047,13_3,13,3,54046,1
3048,13_3,13,3,54214,1
3049,13_3,13,3,54488,1
3050,13_3,13,3,54669,1
3051,13_3,13,3,54994,1
3052,13_3,13,3,55974,1
3053,13_3,13,3,56082,1
3054,13_3,13,3,56253,1
3055,13_3,13,3,57016,1
3056,13_3,13,3,57268,1
3057,13_3,13,3,57495,1
3058,13_3,13,3,58518,1
3059,13_3,13,3,58892,1
3060,13_3,13,3,59701,1
3061,13_3,13,3,59785,1
3062,13_3,13,3,60309,1
