,Name,Session Number,Person Number,Start Frame
1069,07_3,07,3,13370
1070,07_3,07,3,13753
1071,07_3,07,3,15055
1072,07_3,07,3,15437
1073,07_3,07,3,15747
1074,07_3,07,3,16034
1075,07_3,07,3,18230
1076,07_3,07,3,19480
1077,07_3,07,3,20376
1078,07_3,07,3,22153
1079,07_3,07,3,23032
1080,07_3,07,3,23717
1081,07_3,07,3,23885
1082,07_3,07,3,24151
1083,08_1,08,1,1171
1084,08_1,08,1,1652
1085,08_1,08,1,1935
1086,08_1,08,1,2841
1087,08_1,08,1,3023
1088,08_1,08,1,3466
1089,08_1,08,1,4318
1090,08_1,08,1,6145
1091,08_1,08,1,6265
1092,08_1,08,1,6799
1093,08_1,08,1,7408
1094,08_1,08,1,8790
1095,08_1,08,1,9756
1096,08_1,08,1,9903
1097,08_1,08,1,11289
1098,08_1,08,1,11405
1099,08_1,08,1,12237
1100,08_1,08,1,12948
1101,08_1,08,1,14294
1102,08_1,08,1,15779
1103,08_1,08,1,15997
1104,08_1,08,1,17403
1105,08_1,08,1,17924
1106,08_1,08,1,18388
1107,08_1,08,1,19755
1108,08_1,08,1,19891
1109,08_1,08,1,20865
1110,08_1,08,1,21037
1111,08_1,08,1,22355
1112,08_1,08,1,22607
1113,08_1,08,1,24693
1114,08_1,08,1,25854
1115,08_1,08,1,25999
1116,08_1,08,1,26902
1117,08_1,08,1,27038
1118,08_1,08,1,27779
1119,08_1,08,1,28657
1120,08_1,08,1,29193
1121,08_1,08,1,29476
1122,08_1,08,1,31242
1123,08_1,08,1,31545
1124,08_1,08,1,32386
1125,08_1,08,1,33306
1126,08_1,08,1,34033
1127,08_1,08,1,34152
1128,08_1,08,1,35726
1129,08_1,08,1,36037
1130,08_1,08,1,36226
1131,08_1,08,1,37740
1132,08_1,08,1,38312
1133,08_1,08,1,38512
1134,08_1,08,1,39538
1135,08_1,08,1,39815
1136,08_1,08,1,41222
1137,08_1,08,1,42057
1138,08_1,08,1,44026
1139,08_1,08,1,44352
1140,08_1,08,1,45373
1141,08_1,08,1,46427
1142,08_1,08,1,46800
1143,08_1,08,1,46903
1144,08_1,08,1,47195
1145,08_1,08,1,52064
1146,08_1,08,1,53100
1147,08_1,08,1,53366
1148,08_1,08,1,56222
1149,08_1,08,1,56629
1150,08_1,08,1,56903
1151,08_1,08,1,57433
1152,08_1,08,1,58247
1153,08_1,08,1,59106
1154,08_1,08,1,65521
1155,08_1,08,1,67122
1156,08_1,08,1,68139
1157,08_1,08,1,68409
1158,08_1,08,1,68663
1159,08_1,08,1,68818
1160,08_1,08,1,69019
1161,08_1,08,1,69418
1162,08_1,08,1,69771
1163,08_1,08,1,71830
1164,08_1,08,1,71981
1165,08_1,08,1,72494
1166,08_1,08,1,74695
1167,08_1,08,1,75207
1168,08_1,08,1,78967
1169,08_1,08,1,80795
1170,08_1,08,1,81200
1171,08_1,08,1,81919
1172,08_1,08,1,82475
1173,08_1,08,1,83643
1174,08_2,08,2,-35
1175,08_2,08,2,216
1176,08_2,08,2,334
1177,08_2,08,2,491
1178,08_2,08,2,765
1179,08_2,08,2,1120
1180,08_2,08,2,1246
1181,08_2,08,2,36833
1182,08_2,08,2,37169
1183,08_2,08,2,37790
1184,08_2,08,2,39049
1185,08_2,08,2,40326
1186,08_2,08,2,40579
1187,08_2,08,2,42036
1188,08_2,08,2,42273
1189,08_2,08,2,42508
1190,08_2,08,2,42658
1191,08_2,08,2,42740
1192,08_2,08,2,42837
1193,08_2,08,2,42988
1194,08_2,08,2,50365
1195,08_2,08,2,55099
1196,08_2,08,2,55435
1197,08_2,08,2,58076
1198,08_2,08,2,59027
1199,08_2,08,2,59380
1200,08_2,08,2,59679
1201,08_2,08,2,63530
1202,08_3,08,3,509
1203,08_3,08,3,1110
1204,08_3,08,3,2479
1205,08_3,08,3,3619
1206,08_3,08,3,4401
1207,08_3,08,3,4852
1208,08_3,08,3,5936
1209,08_3,08,3,6700
1210,08_3,08,3,7491
1211,08_3,08,3,8146
1212,08_3,08,3,8501
1213,08_3,08,3,9611
1214,08_3,08,3,9968
1215,08_3,08,3,10604
1216,08_3,08,3,11074
1217,08_3,08,3,12123
1218,08_3,08,3,12510
1219,08_3,08,3,13673
1220,08_3,08,3,15376
1221,08_3,08,3,15942
1222,08_3,08,3,16957
1223,08_3,08,3,17873
1224,08_3,08,3,18213
1225,08_3,08,3,19781
1226,08_3,08,3,20683
1227,08_3,08,3,22243
1228,08_3,08,3,23354
1229,08_3,08,3,25350
1230,08_3,08,3,26055
1231,08_3,08,3,27864
1232,08_3,08,3,29475
1233,08_3,08,3,31634
1234,08_3,08,3,32136
1235,08_3,08,3,32776
1236,08_3,08,3,33878
1237,08_3,08,3,35724
1238,08_3,08,3,37487
1239,08_3,08,3,39138
1240,08_3,08,3,44950
1241,08_3,08,3,48476
1242,08_3,08,3,57298
1243,08_3,08,3,58305
1244,08_3,08,3,62282
1245,08_3,08,3,66372
1246,08_3,08,3,68923
1247,08_3,08,3,70361
1248,08_3,08,3,73055
1249,08_3,08,3,74236
1250,08_3,08,3,75714
1251,08_3,08,3,76515
1252,09_1,09,1,-26
1253,09_1,09,1,253
1254,09_1,09,1,1635
1255,09_1,09,1,2548
1256,09_1,09,1,3353
1257,09_1,09,1,3476
1258,09_1,09,1,5037
1259,09_1,09,1,5494
1260,09_1,09,1,6949
1261,09_1,09,1,8828
1262,09_1,09,1,9838
1263,09_1,09,1,10269
1264,09_1,09,1,11329
1265,09_1,09,1,11850
1266,09_1,09,1,12560
1267,09_1,09,1,14121
1268,09_1,09,1,14539
1269,09_1,09,1,15167
1270,09_1,09,1,15496
1271,09_1,09,1,17537
1272,09_1,09,1,22999
1273,09_1,09,1,24178
1274,09_1,09,1,25050
1275,09_1,09,1,26362
1276,09_1,09,1,26894
1277,09_1,09,1,27325
1278,09_1,09,1,27797
1279,09_1,09,1,28460
1280,09_1,09,1,30733
1281,09_1,09,1,34764
1282,09_1,09,1,36052
1283,09_1,09,1,36965
1284,09_1,09,1,37395
1285,09_1,09,1,37753
1286,09_1,09,1,41752
1287,09_1,09,1,43871
1288,09_1,09,1,44984
1289,09_1,09,1,55342
1290,09_1,09,1,55843
1291,09_1,09,1,57868
1292,09_1,09,1,62912
1293,09_1,09,1,63536
1294,09_1,09,1,64383
1295,09_1,09,1,64732
1296,09_1,09,1,65608
1297,09_1,09,1,65879
1298,09_1,09,1,67541
1299,09_1,09,1,68927
1300,09_1,09,1,69421
1301,09_1,09,1,72655
1302,09_1,09,1,73000
1303,09_1,09,1,73404
1304,09_1,09,1,74423
1305,09_1,09,1,74727
1306,09_1,09,1,75133
1307,09_1,09,1,75185
1308,09_1,09,1,77928
1309,09_1,09,1,78238
1310,09_1,09,1,79576
1311,09_1,09,1,79836
1312,09_1,09,1,98200
1313,09_1,09,1,98324
1314,09_1,09,1,98552
1315,09_2,09,2,-153
1316,09_2,09,2,141
1317,09_2,09,2,229
1318,09_2,09,2,908
1319,09_2,09,2,2203
1320,09_2,09,2,3053
1321,09_2,09,2,3550
1322,09_2,09,2,3888
1323,09_2,09,2,4712
1324,09_2,09,2,5576
1325,09_2,09,2,5930
1326,09_2,09,2,6860
1327,09_2,09,2,7215
1328,09_2,09,2,7617
1329,09_2,09,2,7960
1330,09_2,09,2,8606
1331,09_2,09,2,9348
1332,09_2,09,2,9728
1333,09_2,09,2,10694
1334,09_2,09,2,10884
1335,09_2,09,2,12606
1336,09_2,09,2,12706
1337,09_2,09,2,13125
1338,09_2,09,2,13599
1339,09_2,09,2,14110
1340,09_2,09,2,14386
1341,09_2,09,2,14668
1342,09_2,09,2,15079
1343,09_2,09,2,15517
1344,09_2,09,2,15831
1345,09_2,09,2,16267
1346,09_2,09,2,17005
1347,09_2,09,2,18506
1348,09_2,09,2,19100
1349,09_2,09,2,19606
1350,09_2,09,2,20471
1351,09_2,09,2,20614
1352,09_2,09,2,21532
1353,09_2,09,2,21684
1354,09_2,09,2,21847
1355,09_2,09,2,22352
1356,09_2,09,2,23694
1357,09_2,09,2,25970
1358,09_2,09,2,26519
1359,09_2,09,2,28091
1360,09_2,09,2,28989
1361,09_2,09,2,29170
1362,09_2,09,2,30852
1363,09_2,09,2,31096
1364,09_2,09,2,32454
1365,09_2,09,2,32559
1366,09_2,09,2,32881
1367,09_2,09,2,33179
1368,09_2,09,2,33439
1369,09_2,09,2,35784
1370,09_2,09,2,37986
1371,09_2,09,2,39053
1372,09_2,09,2,39279
1373,09_2,09,2,41079
1374,09_2,09,2,41414
1375,09_2,09,2,42202
1376,09_2,09,2,42470
1377,09_2,09,2,42922
1378,09_2,09,2,44552
1379,09_2,09,2,45122
1380,09_2,09,2,45319
1381,09_2,09,2,46510
1382,09_2,09,2,47497
1383,09_2,09,2,47751
1384,09_2,09,2,48017
1385,09_2,09,2,48939
1386,09_2,09,2,49683
1387,09_2,09,2,49826
1388,09_2,09,2,50185
1389,09_2,09,2,50504
1390,09_2,09,2,50954
1391,09_2,09,2,51428
1392,09_2,09,2,51785
1393,09_2,09,2,52156
1394,09_2,09,2,54122
1395,09_2,09,2,54693
1396,09_2,09,2,55279
1397,09_2,09,2,55437
1398,09_2,09,2,55775
1399,09_2,09,2,55906
1400,09_2,09,2,56288
1401,09_2,09,2,56939
1402,09_2,09,2,57350
1403,09_2,09,2,58658
1404,09_2,09,2,58915
1405,09_2,09,2,60362
1406,09_2,09,2,61419
1407,09_2,09,2,61929
1408,09_2,09,2,62413
1409,09_2,09,2,63789
1410,09_2,09,2,64015
1411,09_2,09,2,64345
1412,09_2,09,2,64602
1413,09_2,09,2,64788
1414,09_2,09,2,65019
1415,09_2,09,2,65368
1416,09_2,09,2,65977
1417,09_2,09,2,67366
1418,09_2,09,2,67552
1419,09_2,09,2,67789
1420,09_2,09,2,68331
1421,09_2,09,2,70767
1422,09_2,09,2,73949
1423,09_2,09,2,74288
1424,09_2,09,2,79443
1425,09_2,09,2,79591
1426,09_2,09,2,82878
1427,09_2,09,2,82983
1428,09_2,09,2,83119
1429,09_3,09,3,-91
1430,09_3,09,3,197
1431,09_3,09,3,1189
1432,09_3,09,3,1827
1433,09_3,09,3,2074
1434,09_3,09,3,2704
1435,09_3,09,3,3003
1436,09_3,09,3,3675
1437,09_3,09,3,4064
1438,09_3,09,3,4298
1439,09_3,09,3,4597
1440,09_3,09,3,4876
1441,09_3,09,3,5950
1442,09_3,09,3,6206
1443,09_3,09,3,7639
1444,09_3,09,3,8795
1445,09_3,09,3,8935
1446,09_3,09,3,10619
1447,09_3,09,3,10916
1448,09_3,09,3,13118
1449,09_3,09,3,13403
1450,09_3,09,3,14791
1451,09_3,09,3,14959
1452,09_3,09,3,15760
1453,09_3,09,3,16283
1454,09_3,09,3,16456
1455,09_3,09,3,17899
1456,09_3,09,3,18045
1457,09_3,09,3,18435
1458,09_3,09,3,18680
1459,09_3,09,3,19752
1460,09_3,09,3,19891
1461,09_3,09,3,21993
1462,09_3,09,3,22116
1463,09_3,09,3,22428
1464,09_3,09,3,22615
1465,09_3,09,3,24496
1466,09_3,09,3,24637
1467,09_3,09,3,24916
1468,09_3,09,3,25239
1469,09_3,09,3,25675
1470,09_3,09,3,26167
1471,09_3,09,3,26479
1472,09_3,09,3,28001
1473,09_3,09,3,28124
1474,09_3,09,3,28239
1475,09_3,09,3,28524
1476,09_3,09,3,28751
1477,09_3,09,3,30449
1478,09_3,09,3,30691
1479,09_3,09,3,32050
1480,09_3,09,3,32254
1481,09_3,09,3,32922
1482,09_3,09,3,33110
1483,09_3,09,3,33394
1484,09_3,09,3,34585
1485,09_3,09,3,38141
1486,09_3,09,3,38386
1487,09_3,09,3,39420
1488,09_3,09,3,39577
1489,09_3,09,3,40363
1490,09_3,09,3,40494
1491,09_3,09,3,40636
1492,09_3,09,3,41133
1493,09_3,09,3,41306
1494,09_3,09,3,41928
1495,09_3,09,3,42097
1496,09_3,09,3,42358
1497,09_3,09,3,42639
1498,09_3,09,3,42841
1499,09_3,09,3,43020
1500,09_3,09,3,47559
1501,09_3,09,3,47665
1502,09_3,09,3,48460
1503,09_3,09,3,48603
1504,09_3,09,3,49604
1505,09_3,09,3,50661
1506,09_3,09,3,50896
1507,09_3,09,3,51668
1508,09_3,09,3,52072
1509,09_3,09,3,52335
1510,09_3,09,3,52596
1511,09_3,09,3,52872
1512,09_3,09,3,54080
1513,09_3,09,3,54162
1514,09_3,09,3,54901
1515,09_3,09,3,56239
1516,09_3,09,3,59350
1517,09_3,09,3,60229
1518,09_3,09,3,60552
1519,09_3,09,3,61534
1520,09_3,09,3,61983
1521,09_3,09,3,64498
1522,09_3,09,3,65253
1523,09_3,09,3,65768
1524,09_3,09,3,65935
1525,09_3,09,3,68155
1526,09_3,09,3,68340
1527,09_3,09,3,68896
1528,09_3,09,3,69454
1529,09_3,09,3,69767
1530,09_3,09,3,70060
1531,09_3,09,3,79673
1532,09_3,09,3,79866
1533,09_3,09,3,98482
1534,09_3,09,3,98607
1535,10_1,10,1,445
1536,10_1,10,1,2946
1537,10_1,10,1,3218
1538,10_1,10,1,3466
1539,10_1,10,1,3628
1540,10_1,10,1,4522
1541,10_1,10,1,4850
1542,10_1,10,1,5249
1543,10_1,10,1,5399
1544,10_1,10,1,5522
1545,10_1,10,1,5936
1546,10_1,10,1,6331
1547,10_1,10,1,6617
1548,10_1,10,1,7610
1549,10_1,10,1,7777
1550,10_1,10,1,7935
1551,10_1,10,1,8129
1552,10_1,10,1,8339
1553,10_1,10,1,8461
1554,10_1,10,1,9458
1555,10_1,10,1,9657
1556,10_1,10,1,9832
1557,10_1,10,1,10024
1558,10_1,10,1,10696
1559,10_1,10,1,11098
1560,10_1,10,1,11316
1561,10_1,10,1,11581
1562,10_1,10,1,12344
1563,10_1,10,1,12440
1564,10_1,10,1,12723
1565,10_1,10,1,12863
1566,10_1,10,1,13103
1567,10_1,10,1,13704
1568,10_1,10,1,13980
1569,10_1,10,1,14179
1570,10_1,10,1,14824
1571,10_1,10,1,15060
1572,10_1,10,1,15207
1573,10_1,10,1,15513
1574,10_1,10,1,15626
1575,10_1,10,1,16499
1576,10_1,10,1,16791
1577,10_1,10,1,17126
1578,10_1,10,1,17536
1579,10_1,10,1,17799
1580,10_1,10,1,17972
1581,10_1,10,1,18299
1582,10_1,10,1,18436
1583,10_1,10,1,18866
1584,10_1,10,1,19626
1585,10_1,10,1,19828
1586,10_1,10,1,19964
1587,10_1,10,1,20051
1588,10_1,10,1,20114
1589,10_1,10,1,20172
1590,10_1,10,1,20248
1591,10_1,10,1,20324
1592,10_1,10,1,20415
1593,10_1,10,1,20557
1594,10_1,10,1,20787
1595,10_1,10,1,20932
1596,10_1,10,1,21043
1597,10_1,10,1,21177
1598,10_1,10,1,21241
1599,10_1,10,1,21360
1600,10_1,10,1,21428
1601,10_1,10,1,21498
1602,10_1,10,1,21646
1603,10_1,10,1,22044
1604,10_1,10,1,22286
1605,10_1,10,1,22748
1606,10_1,10,1,22994
1607,10_1,10,1,23076
1608,10_1,10,1,23258
1609,10_1,10,1,23530
1610,10_1,10,1,23842
1611,10_1,10,1,24087
1612,10_1,10,1,24644
1613,10_1,10,1,24987
1614,10_1,10,1,25078
1615,10_1,10,1,25385
1616,10_1,10,1,26123
1617,10_1,10,1,26603
1618,10_1,10,1,26984
1619,10_1,10,1,27418
1620,10_1,10,1,27960
1621,10_1,10,1,28065
1622,10_1,10,1,28331
1623,10_1,10,1,28552
1624,10_1,10,1,28709
1625,10_1,10,1,28878
1626,10_1,10,1,29190
1627,10_1,10,1,29335
1628,10_1,10,1,29561
1629,10_1,10,1,29875
1630,10_1,10,1,30771
1631,10_1,10,1,31256
1632,10_1,10,1,31569
1633,10_1,10,1,31897
1634,10_1,10,1,35459
1635,10_1,10,1,35630
1636,10_1,10,1,35862
1637,10_1,10,1,36469
1638,10_1,10,1,36679
1639,10_1,10,1,37180
1640,10_1,10,1,37688
1641,10_1,10,1,37916
1642,10_1,10,1,38331
1643,10_1,10,1,39013
1644,10_1,10,1,39300
1645,10_1,10,1,40214
1646,10_1,10,1,40502
1647,10_1,10,1,40946
1648,10_1,10,1,41718
1649,10_1,10,1,42048
1650,10_1,10,1,42242
1651,10_1,10,1,42892
1652,10_1,10,1,43215
1653,10_1,10,1,43668
1654,10_1,10,1,44179
1655,10_1,10,1,44824
1656,10_1,10,1,45230
1657,10_1,10,1,47126
1658,10_1,10,1,47665
1659,10_1,10,1,47830
1660,10_1,10,1,48000
1661,10_1,10,1,48516
1662,10_1,10,1,48875
1663,10_1,10,1,49008
1664,10_1,10,1,49245
1665,10_1,10,1,49313
1666,10_1,10,1,49406
1667,10_1,10,1,49513
1668,10_1,10,1,49586
1669,10_1,10,1,49703
1670,10_1,10,1,49791
1671,10_1,10,1,49865
1672,10_1,10,1,49939
1673,10_1,10,1,50287
1674,10_1,10,1,50440
1675,10_1,10,1,50644
1676,10_1,10,1,50756
1677,10_1,10,1,50876
1678,10_1,10,1,51231
1679,10_1,10,1,51752
1680,10_1,10,1,51892
1681,10_1,10,1,52273
1682,10_1,10,1,52376
1683,10_1,10,1,52502
1684,10_1,10,1,52670
1685,10_1,10,1,52872
1686,10_1,10,1,52977
1687,10_1,10,1,53201
1688,10_1,10,1,53335
1689,10_1,10,1,53417
1690,10_1,10,1,53599
1691,10_1,10,1,53910
1692,10_1,10,1,54066
1693,10_1,10,1,54848
1694,10_1,10,1,55405
1695,10_1,10,1,55520
1696,10_1,10,1,55898
1697,10_1,10,1,56258
1698,10_1,10,1,56410
1699,10_1,10,1,56662
1700,10_1,10,1,57126
1701,10_1,10,1,57418
1702,10_1,10,1,57560
1703,10_1,10,1,57899
1704,10_1,10,1,57974
1705,10_1,10,1,58098
1706,10_1,10,1,58504
1707,10_1,10,1,58834
1708,10_1,10,1,59283
1709,10_1,10,1,59625
1710,10_1,10,1,59762
1711,10_1,10,1,60133
1712,10_1,10,1,60678
1713,10_1,10,1,60840
1714,10_1,10,1,61048
1715,10_1,10,1,61483
1716,10_1,10,1,61694
1717,10_1,10,1,61875
1718,10_1,10,1,62052
1719,10_1,10,1,62406
1720,10_1,10,1,62825
1721,10_1,10,1,63573
1722,10_1,10,1,63676
1723,10_1,10,1,63976
1724,10_1,10,1,64123
1725,10_1,10,1,64269
1726,10_1,10,1,64666
1727,10_1,10,1,66382
1728,10_1,10,1,66667
1729,10_1,10,1,67263
1730,10_1,10,1,67378
1731,10_1,10,1,68102
1732,10_1,10,1,68335
1733,10_1,10,1,68493
1734,10_1,10,1,68624
1735,10_1,10,1,68827
1736,10_1,10,1,69145
1737,10_1,10,1,69374
1738,10_1,10,1,69468
1739,10_1,10,1,69798
1740,10_1,10,1,69898
1741,10_1,10,1,70178
1742,10_1,10,1,70289
1743,10_1,10,1,70446
1744,10_1,10,1,70695
1745,10_1,10,1,71139
1746,10_1,10,1,71409
1747,10_1,10,1,71670
1748,10_1,10,1,71777
1749,10_1,10,1,72099
1750,10_1,10,1,72336
1751,10_1,10,1,72538
1752,10_1,10,1,72711
1753,10_1,10,1,72798
1754,10_1,10,1,72879
1755,10_2,10,2,782
1756,10_2,10,2,2553
1757,10_2,10,2,3006
1758,10_2,10,2,3442
1759,10_2,10,2,3662
1760,10_2,10,2,4747
1761,10_2,10,2,4997
1762,10_2,10,2,6342
1763,10_2,10,2,7196
1764,10_2,10,2,7537
1765,10_2,10,2,7774
1766,10_2,10,2,8038
1767,10_2,10,2,8389
1768,10_2,10,2,8886
1769,10_2,10,2,9367
1770,10_2,10,2,10186
1771,10_2,10,2,10278
1772,10_2,10,2,10344
1773,10_2,10,2,11377
1774,10_2,10,2,11549
1775,10_2,10,2,12562
1776,10_2,10,2,13088
1777,10_2,10,2,13215
1778,10_2,10,2,13507
1779,10_2,10,2,13878
1780,10_2,10,2,14441
1781,10_2,10,2,15095
1782,10_2,10,2,15601
1783,10_2,10,2,15704
1784,10_2,10,2,15962
1785,10_2,10,2,16102
1786,10_2,10,2,16786
1787,10_2,10,2,17339
1788,10_2,10,2,17459
1789,10_2,10,2,17892
1790,10_2,10,2,18693
1791,10_2,10,2,18828
1792,10_2,10,2,19422
1793,10_2,10,2,19781
1794,10_2,10,2,19950
1795,10_2,10,2,20124
1796,10_2,10,2,20403
1797,10_2,10,2,21411
1798,10_2,10,2,21576
1799,10_2,10,2,22032
1800,10_2,10,2,22298
1801,10_2,10,2,22453
1802,10_2,10,2,23668
1803,10_2,10,2,23816
1804,10_2,10,2,24055
1805,10_2,10,2,24287
1806,10_2,10,2,24468
1807,10_2,10,2,24815
1808,10_2,10,2,25740
1809,10_2,10,2,25973
1810,10_2,10,2,26084
1811,10_2,10,2,26569
1812,10_2,10,2,26794
1813,10_2,10,2,27227
1814,10_2,10,2,27376
1815,10_2,10,2,27534
1816,10_2,10,2,27925
1817,10_2,10,2,28375
1818,10_2,10,2,28502
1819,10_2,10,2,28652
1820,10_2,10,2,30031
1821,10_2,10,2,30196
1822,10_2,10,2,30406
1823,10_2,10,2,30657
1824,10_2,10,2,31009
1825,10_2,10,2,31220
1826,10_2,10,2,31768
1827,10_2,10,2,31937
1828,10_2,10,2,32212
1829,10_2,10,2,33143
1830,10_2,10,2,33495
1831,10_2,10,2,33571
1832,10_2,10,2,33760
1833,10_2,10,2,34082
1834,10_2,10,2,34330
1835,10_2,10,2,35102
1836,10_2,10,2,36247
1837,10_2,10,2,36563
1838,10_2,10,2,37168
1839,10_2,10,2,37498
1840,10_2,10,2,38183
1841,10_2,10,2,38488
1842,10_2,10,2,38693
1843,10_2,10,2,39184
1844,10_2,10,2,41877
1845,10_2,10,2,42057
1846,10_2,10,2,44734
1847,10_2,10,2,44940
1848,10_2,10,2,46946
1849,10_2,10,2,47511
1850,10_2,10,2,47836
1851,10_2,10,2,48000
1852,10_2,10,2,48199
1853,10_2,10,2,48590
1854,10_2,10,2,48829
1855,10_2,10,2,49086
1856,10_2,10,2,49674
1857,10_2,10,2,49906
1858,10_2,10,2,50955
1859,10_2,10,2,51443
1860,10_2,10,2,52149
1861,10_2,10,2,53800
1862,10_2,10,2,54500
1863,10_2,10,2,54587
1864,10_2,10,2,56259
1865,10_2,10,2,56581
1866,10_2,10,2,57116
1867,10_2,10,2,57358
1868,10_2,10,2,58355
1869,10_2,10,2,58589
1870,10_2,10,2,58833
1871,10_2,10,2,59725
1872,10_2,10,2,59857
1873,10_2,10,2,60479
1874,10_2,10,2,61045
1875,10_2,10,2,61415
1876,10_2,10,2,61986
1877,10_2,10,2,62373
1878,10_2,10,2,62576
1879,10_2,10,2,63074
1880,10_2,10,2,63835
1881,10_2,10,2,65368
1882,10_2,10,2,66189
1883,10_2,10,2,67041
1884,10_2,10,2,67546
1885,10_2,10,2,68308
1886,10_2,10,2,68600
1887,10_2,10,2,68830
1888,10_2,10,2,69507
1889,10_2,10,2,71457
1890,10_2,10,2,71957
1891,10_2,10,2,72375
1892,10_2,10,2,72722
1893,10_2,10,2,73993
1894,10_3,10,3,512
1895,10_3,10,3,691
1896,10_3,10,3,865
1897,10_3,10,3,1697
1898,10_3,10,3,1801
1899,10_3,10,3,2153
1900,10_3,10,3,2203
1901,10_3,10,3,2430
1902,10_3,10,3,2698
1903,10_3,10,3,2944
1904,10_3,10,3,3071
1905,10_3,10,3,3545
1906,10_3,10,3,3760
1907,10_3,10,3,3835
1908,10_3,10,3,4016
1909,10_3,10,3,4126
1910,10_3,10,3,4197
1911,10_3,10,3,4373
1912,10_3,10,3,4422
1913,10_3,10,3,4670
1914,10_3,10,3,5731
1915,10_3,10,3,5891
1916,10_3,10,3,5963
1917,10_3,10,3,6062
1918,10_3,10,3,6107
1919,10_3,10,3,6180
1920,10_3,10,3,6322
1921,10_3,10,3,6801
1922,10_3,10,3,6885
1923,10_3,10,3,7400
1924,10_3,10,3,7454
1925,10_3,10,3,7540
1926,10_3,10,3,7612
1927,10_3,10,3,7680
1928,10_3,10,3,7848
1929,10_3,10,3,7941
1930,10_3,10,3,8259
1931,10_3,10,3,8313
1932,10_3,10,3,8456
1933,10_3,10,3,9298
1934,10_3,10,3,9371
1935,10_3,10,3,9656
1936,10_3,10,3,9782
1937,10_3,10,3,10042
1938,10_3,10,3,11267
1939,10_3,10,3,11318
1940,10_3,10,3,11544
1941,10_3,10,3,11689
1942,10_3,10,3,11923
1943,10_3,10,3,12744
1944,10_3,10,3,12962
1945,10_3,10,3,13016
1946,10_3,10,3,13288
1947,10_3,10,3,13340
1948,10_3,10,3,13404
1949,10_3,10,3,13534
1950,10_3,10,3,13690
1951,10_3,10,3,14583
1952,10_3,10,3,14742
1953,10_3,10,3,14807
1954,10_3,10,3,14879
1955,10_3,10,3,16048
1956,10_3,10,3,16105
1957,10_3,10,3,16155
1958,10_3,10,3,16544
1959,10_3,10,3,16613
1960,10_3,10,3,17110
1961,10_3,10,3,17153
1962,10_3,10,3,17651
1963,10_3,10,3,17931
1964,10_3,10,3,18179
1965,10_3,10,3,18936
1966,10_3,10,3,19563
1967,10_3,10,3,19797
1968,10_3,10,3,19861
1969,10_3,10,3,19964
1970,10_3,10,3,20175
1971,10_3,10,3,20884
1972,10_3,10,3,21605
1973,10_3,10,3,22012
1974,10_3,10,3,22489
1975,10_3,10,3,22942
1976,10_3,10,3,23084
1977,10_3,10,3,23872
1978,10_3,10,3,24851
1979,10_3,10,3,25027
1980,10_3,10,3,25101
1981,10_3,10,3,25164
1982,10_3,10,3,25268
1983,10_3,10,3,25348
1984,10_3,10,3,25416
1985,10_3,10,3,25462
1986,10_3,10,3,25507
1987,10_3,10,3,25596
1988,10_3,10,3,26181
1989,10_3,10,3,26322
1990,10_3,10,3,26367
1991,10_3,10,3,27695
1992,10_3,10,3,27954
1993,10_3,10,3,28039
1994,10_3,10,3,28104
1995,10_3,10,3,28711
1996,10_3,10,3,28850
1997,10_3,10,3,29065
1998,10_3,10,3,29310
1999,10_3,10,3,30067
2000,10_3,10,3,30290
2001,10_3,10,3,30404
2002,10_3,10,3,30447
2003,10_3,10,3,30730
2004,10_3,10,3,31443
2005,10_3,10,3,31536
2006,10_3,10,3,31881
2007,10_3,10,3,32908
2008,10_3,10,3,33002
2009,10_3,10,3,33045
2010,10_3,10,3,33350
2011,10_3,10,3,33906
2012,10_3,10,3,34750
2013,10_3,10,3,34902
2014,10_3,10,3,35966
2015,10_3,10,3,36154
2016,10_3,10,3,36206
2017,10_3,10,3,46837
2018,10_3,10,3,47206
2019,10_3,10,3,47406
2020,10_3,10,3,47756
2021,10_3,10,3,48615
2022,10_3,10,3,49883
2023,10_3,10,3,49988
2024,10_3,10,3,50038
2025,10_3,10,3,50102
2026,10_3,10,3,51248
2027,10_3,10,3,51478
2028,10_3,10,3,51658
2029,10_3,10,3,51763
2030,10_3,10,3,51813
2031,10_3,10,3,51916
2032,10_3,10,3,52264
2033,10_3,10,3,52347
2034,10_3,10,3,52419
2035,10_3,10,3,52592
2036,10_3,10,3,52867
2037,10_3,10,3,52987
2038,10_3,10,3,53826
2039,10_3,10,3,54196
2040,10_3,10,3,54735
2041,10_3,10,3,54826
2042,10_3,10,3,55024
2043,10_3,10,3,55552
2044,10_3,10,3,55641
2045,10_3,10,3,55738
2046,10_3,10,3,56473
2047,10_3,10,3,56814
2048,10_3,10,3,56949
2049,10_3,10,3,58304
2050,10_3,10,3,59488
2051,10_3,10,3,59697
2052,10_3,10,3,59750
2053,10_3,10,3,62523
2054,10_3,10,3,63480
2055,10_3,10,3,63567
2056,10_3,10,3,65358
2057,10_3,10,3,67048
2058,10_3,10,3,68809
2059,10_3,10,3,70487
2060,10_3,10,3,71276
2061,10_3,10,3,71379
2062,10_3,10,3,72034
2063,10_3,10,3,72546
2064,10_3,10,3,73576
2065,10_3,10,3,77303
2066,11_1,11,1,507
2067,11_1,11,1,1402
